N, 0, IBM, 10, 100, B, 0
N, 10279, IBM, 11, 100, S, 10279
N, 10280, IBM, 11, 100, S, 10280
N, 10281, IBM, 11, 100, S, 10281
N, 10282, IBM, 11, 100, S, 10282
N, 10283, IBM, 11, 100, S, 10283
N, 10284, IBM, 11, 100, S, 10284
N, 10285, IBM, 11, 100, S, 10285
N, 10286, IBM, 11, 100, S, 10286
N, 10287, IBM, 11, 100, S, 10287
N, 10288, IBM, 11, 100, S, 10288
N, 10289, IBM, 11, 100, S, 10289
N, 10290, IBM, 11, 100, S, 10290
N, 10291, IBM, 11, 100, S, 10291
N, 10292, IBM, 11, 100, S, 10292
N, 10293, IBM, 11, 100, S, 10293
N, 10294, IBM, 11, 100, S, 10294
N, 10295, IBM, 11, 100, S, 10295
N, 10296, IBM, 11, 100, S, 10296
N, 10297, IBM, 11, 100, S, 10297
N, 10298, IBM, 11, 100, S, 10298
N, 10299, IBM, 11, 100, S, 10299
N, 10300, IBM, 11, 100, S, 10300
N, 10301, IBM, 11, 100, S, 10301
N, 10302, IBM, 11, 100, S, 10302
N, 10303, IBM, 11, 100, S, 10303
N, 10304, IBM, 11, 100, S, 10304
N, 10305, IBM, 11, 100, S, 10305
N, 10306, IBM, 11, 100, S, 10306
N, 10307, IBM, 11, 100, S, 10307
N, 10308, IBM, 11, 100, S, 10308
N, 10309, IBM, 11, 100, S, 10309
N, 10310, IBM, 11, 100, S, 10310
N, 10311, IBM, 11, 100, S, 10311
N, 10312, IBM, 11, 100, S, 10312
N, 10313, IBM, 11, 100, S, 10313
N, 10314, IBM, 11, 100, S, 10314
N, 10315, IBM, 11, 100, S, 10315
N, 10316, IBM, 11, 100, S, 10316
N, 10317, IBM, 11, 100, S, 10317
N, 10318, IBM, 11, 100, S, 10318
N, 10319, IBM, 11, 100, S, 10319
N, 10320, IBM, 11, 100, S, 10320
N, 10321, IBM, 11, 100, S, 10321
N, 10322, IBM, 11, 100, S, 10322
N, 10323, IBM, 11, 100, S, 10323
N, 10324, IBM, 11, 100, S, 10324
N, 10325, IBM, 11, 100, S, 10325
N, 10326, IBM, 11, 100, S, 10326
N, 10327, IBM, 11, 100, S, 10327
N, 10328, IBM, 11, 100, S, 10328
N, 10329, IBM, 11, 100, S, 10329
N, 10330, IBM, 11, 100, S, 10330
N, 10331, IBM, 11, 100, S, 10331
N, 10332, IBM, 11, 100, S, 10332
N, 10333, IBM, 11, 100, S, 10333
N, 10334, IBM, 11, 100, S, 10334
N, 10335, IBM, 11, 100, S, 10335
N, 10336, IBM, 11, 100, S, 10336
N, 10337, IBM, 11, 100, S, 10337
N, 10338, IBM, 11, 100, S, 10338
N, 10339, IBM, 11, 100, S, 10339
N, 10340, IBM, 11, 100, S, 10340
N, 10341, IBM, 11, 100, S, 10341
N, 10342, IBM, 11, 100, S, 10342
N, 10343, IBM, 11, 100, S, 10343
N, 10344, IBM, 11, 100, S, 10344
N, 10345, IBM, 11, 100, S, 10345
N, 10346, IBM, 11, 100, S, 10346
N, 10347, IBM, 11, 100, S, 10347
N, 10348, IBM, 11, 100, S, 10348
N, 10349, IBM, 11, 100, S, 10349
N, 10350, IBM, 11, 100, S, 10350
N, 10351, IBM, 11, 100, S, 10351
N, 10352, IBM, 11, 100, S, 10352
N, 10353, IBM, 11, 100, S, 10353
N, 10354, IBM, 11, 100, S, 10354
N, 10355, IBM, 11, 100, S, 10355
N, 10356, IBM, 11, 100, S, 10356
N, 10357, IBM, 11, 100, S, 10357
N, 10358, IBM, 11, 100, S, 10358
N, 10359, IBM, 11, 100, S, 10359
N, 10360, IBM, 11, 100, S, 10360
N, 10361, IBM, 11, 100, S, 10361
N, 10362, IBM, 11, 100, S, 10362
N, 10363, IBM, 11, 100, S, 10363
N, 10364, IBM, 11, 100, S, 10364
N, 10365, IBM, 11, 100, S, 10365
N, 10366, IBM, 11, 100, S, 10366
N, 10367, IBM, 11, 100, S, 10367
N, 10368, IBM, 11, 100, S, 10368
N, 10369, IBM, 11, 100, S, 10369
N, 10370, IBM, 11, 100, S, 10370
N, 10371, IBM, 11, 100, S, 10371
N, 10372, IBM, 11, 100, S, 10372
N, 10373, IBM, 11, 100, S, 10373
N, 10374, IBM, 11, 100, S, 10374
N, 10375, IBM, 11, 100, S, 10375
N, 10376, IBM, 11, 100, S, 10376
N, 10377, IBM, 11, 100, S, 10377
N, 10378, IBM, 11, 100, S, 10378
N, 10379, IBM, 11, 100, S, 10379
N, 10380, IBM, 11, 100, S, 10380
N, 10381, IBM, 11, 100, S, 10381
N, 10382, IBM, 11, 100, S, 10382
N, 10383, IBM, 11, 100, S, 10383
N, 10384, IBM, 11, 100, S, 10384
N, 10385, IBM, 11, 100, S, 10385
N, 10386, IBM, 11, 100, S, 10386
N, 10387, IBM, 11, 100, S, 10387
N, 10388, IBM, 11, 100, S, 10388
N, 10389, IBM, 11, 100, S, 10389
N, 10390, IBM, 11, 100, S, 10390
N, 10391, IBM, 11, 100, S, 10391
N, 10392, IBM, 11, 100, S, 10392
N, 10393, IBM, 11, 100, S, 10393
N, 10394, IBM, 11, 100, S, 10394
N, 10395, IBM, 11, 100, S, 10395
N, 10396, IBM, 11, 100, S, 10396
N, 10397, IBM, 11, 100, S, 10397
N, 10398, IBM, 11, 100, S, 10398
N, 10399, IBM, 11, 100, S, 10399
N, 10400, IBM, 11, 100, S, 10400
N, 10401, IBM, 11, 100, S, 10401
N, 10402, IBM, 11, 100, S, 10402
N, 10403, IBM, 11, 100, S, 10403
N, 10404, IBM, 11, 100, S, 10404
N, 10405, IBM, 11, 100, S, 10405
N, 10406, IBM, 11, 100, S, 10406
N, 10407, IBM, 11, 100, S, 10407
N, 10408, IBM, 11, 100, S, 10408
N, 10409, IBM, 11, 100, S, 10409
N, 10410, IBM, 11, 100, S, 10410
N, 10411, IBM, 11, 100, S, 10411
N, 10412, IBM, 11, 100, S, 10412
N, 10413, IBM, 11, 100, S, 10413
N, 10414, IBM, 11, 100, S, 10414
N, 10415, IBM, 11, 100, S, 10415
N, 10416, IBM, 11, 100, S, 10416
N, 10417, IBM, 11, 100, S, 10417
N, 10418, IBM, 11, 100, S, 10418
N, 10419, IBM, 11, 100, S, 10419
N, 10420, IBM, 11, 100, S, 10420
N, 10421, IBM, 11, 100, S, 10421
N, 10422, IBM, 11, 100, S, 10422
N, 10423, IBM, 11, 100, S, 10423
N, 10424, IBM, 11, 100, S, 10424
N, 10425, IBM, 11, 100, S, 10425
N, 10426, IBM, 11, 100, S, 10426
N, 10427, IBM, 11, 100, S, 10427
N, 10428, IBM, 11, 100, S, 10428
N, 10429, IBM, 11, 100, S, 10429
N, 10430, IBM, 11, 100, S, 10430
N, 10431, IBM, 11, 100, S, 10431
N, 10432, IBM, 11, 100, S, 10432
N, 10433, IBM, 11, 100, S, 10433
N, 10434, IBM, 11, 100, S, 10434
N, 10435, IBM, 11, 100, S, 10435
N, 10436, IBM, 11, 100, S, 10436
N, 10437, IBM, 11, 100, S, 10437
N, 10438, IBM, 11, 100, S, 10438
N, 10439, IBM, 11, 100, S, 10439
N, 10440, IBM, 11, 100, S, 10440
N, 10441, IBM, 11, 100, S, 10441
N, 10442, IBM, 11, 100, S, 10442
N, 10443, IBM, 11, 100, S, 10443
N, 10444, IBM, 11, 100, S, 10444
N, 10445, IBM, 11, 100, S, 10445
N, 10446, IBM, 11, 100, S, 10446
N, 10447, IBM, 11, 100, S, 10447
N, 10448, IBM, 11, 100, S, 10448
N, 10449, IBM, 11, 100, S, 10449
N, 10450, IBM, 11, 100, S, 10450
N, 10451, IBM, 11, 100, S, 10451
N, 10452, IBM, 11, 100, S, 10452
N, 10453, IBM, 11, 100, S, 10453
N, 10454, IBM, 11, 100, S, 10454
N, 10455, IBM, 11, 100, S, 10455
N, 10456, IBM, 11, 100, S, 10456
N, 10457, IBM, 11, 100, S, 10457
N, 10458, IBM, 11, 100, S, 10458
N, 10459, IBM, 11, 100, S, 10459
N, 10460, IBM, 11, 100, S, 10460
N, 10461, IBM, 11, 100, S, 10461
N, 10462, IBM, 11, 100, S, 10462
N, 10463, IBM, 11, 100, S, 10463
N, 10464, IBM, 11, 100, S, 10464
N, 10465, IBM, 11, 100, S, 10465
N, 10466, IBM, 11, 100, S, 10466
N, 10467, IBM, 11, 100, S, 10467
N, 10468, IBM, 11, 100, S, 10468
N, 10469, IBM, 11, 100, S, 10469
N, 10470, IBM, 11, 100, S, 10470
N, 10471, IBM, 11, 100, S, 10471
N, 10472, IBM, 11, 100, S, 10472
N, 10473, IBM, 11, 100, S, 10473
N, 10474, IBM, 11, 100, S, 10474
N, 10475, IBM, 11, 100, S, 10475
N, 10476, IBM, 11, 100, S, 10476
N, 10477, IBM, 11, 100, S, 10477
N, 10478, IBM, 11, 100, S, 10478
N, 10479, IBM, 11, 100, S, 10479
N, 10480, IBM, 11, 100, S, 10480
N, 10481, IBM, 11, 100, S, 10481
N, 10482, IBM, 11, 100, S, 10482
N, 10483, IBM, 11, 100, S, 10483
N, 10484, IBM, 11, 100, S, 10484
N, 10485, IBM, 11, 100, S, 10485
N, 10486, IBM, 11, 100, S, 10486
N, 10487, IBM, 11, 100, S, 10487
N, 10488, IBM, 11, 100, S, 10488
N, 10489, IBM, 11, 100, S, 10489
N, 10490, IBM, 11, 100, S, 10490
N, 10491, IBM, 11, 100, S, 10491
N, 10492, IBM, 11, 100, S, 10492
N, 10493, IBM, 11, 100, S, 10493
N, 10494, IBM, 11, 100, S, 10494
N, 10495, IBM, 11, 100, S, 10495
N, 10496, IBM, 11, 100, S, 10496
N, 10497, IBM, 11, 100, S, 10497
N, 10498, IBM, 11, 100, S, 10498
N, 10499, IBM, 11, 100, S, 10499
N, 10500, IBM, 11, 100, S, 10500
N, 10501, IBM, 11, 100, S, 10501
N, 10502, IBM, 11, 100, S, 10502
N, 10503, IBM, 11, 100, S, 10503
N, 10504, IBM, 11, 100, S, 10504
N, 10505, IBM, 11, 100, S, 10505
N, 10506, IBM, 11, 100, S, 10506
N, 10507, IBM, 11, 100, S, 10507
N, 10508, IBM, 11, 100, S, 10508
N, 10509, IBM, 11, 100, S, 10509
N, 10510, IBM, 11, 100, S, 10510
N, 10511, IBM, 11, 100, S, 10511
N, 10512, IBM, 11, 100, S, 10512
N, 10513, IBM, 11, 100, S, 10513
N, 10514, IBM, 11, 100, S, 10514
N, 10515, IBM, 11, 100, S, 10515
N, 10516, IBM, 11, 100, S, 10516
N, 10517, IBM, 11, 100, S, 10517
N, 10518, IBM, 11, 100, S, 10518
N, 10519, IBM, 11, 100, S, 10519
N, 10520, IBM, 11, 100, S, 10520
N, 10521, IBM, 11, 100, S, 10521
N, 10522, IBM, 11, 100, S, 10522
N, 10523, IBM, 11, 100, S, 10523
N, 10524, IBM, 11, 100, S, 10524
N, 10525, IBM, 11, 100, S, 10525
N, 10526, IBM, 11, 100, S, 10526
N, 10527, IBM, 11, 100, S, 10527
N, 10528, IBM, 11, 100, S, 10528
N, 10529, IBM, 11, 100, S, 10529
N, 10530, IBM, 11, 100, S, 10530
N, 10531, IBM, 11, 100, S, 10531
N, 10532, IBM, 11, 100, S, 10532
N, 10533, IBM, 11, 100, S, 10533
N, 10534, IBM, 11, 100, S, 10534
N, 10535, IBM, 11, 100, S, 10535
N, 10536, IBM, 11, 100, S, 10536
N, 10537, IBM, 11, 100, S, 10537
N, 10538, IBM, 11, 100, S, 10538
N, 10539, IBM, 11, 100, S, 10539
N, 10540, IBM, 11, 100, S, 10540
N, 10541, IBM, 11, 100, S, 10541
N, 10542, IBM, 11, 100, S, 10542
N, 10543, IBM, 11, 100, S, 10543
N, 10544, IBM, 11, 100, S, 10544
N, 10545, IBM, 11, 100, S, 10545
N, 10546, IBM, 11, 100, S, 10546
N, 10547, IBM, 11, 100, S, 10547
N, 10548, IBM, 11, 100, S, 10548
N, 10549, IBM, 11, 100, S, 10549
N, 10550, IBM, 11, 100, S, 10550
N, 10551, IBM, 11, 100, S, 10551
N, 10552, IBM, 11, 100, S, 10552
N, 10553, IBM, 11, 100, S, 10553
N, 10554, IBM, 11, 100, S, 10554
N, 10555, IBM, 11, 100, S, 10555
N, 10556, IBM, 11, 100, S, 10556
N, 10557, IBM, 11, 100, S, 10557
N, 10558, IBM, 11, 100, S, 10558
N, 10559, IBM, 11, 100, S, 10559
N, 10560, IBM, 11, 100, S, 10560
N, 10561, IBM, 11, 100, S, 10561
N, 10562, IBM, 11, 100, S, 10562
N, 10563, IBM, 11, 100, S, 10563
N, 10564, IBM, 11, 100, S, 10564
N, 10565, IBM, 11, 100, S, 10565
N, 10566, IBM, 11, 100, S, 10566
N, 10567, IBM, 11, 100, S, 10567
N, 10568, IBM, 11, 100, S, 10568
N, 10569, IBM, 11, 100, S, 10569
N, 10570, IBM, 11, 100, S, 10570
N, 10571, IBM, 11, 100, S, 10571
N, 10572, IBM, 11, 100, S, 10572
N, 10573, IBM, 11, 100, S, 10573
N, 10574, IBM, 11, 100, S, 10574
N, 10575, IBM, 11, 100, S, 10575
N, 10576, IBM, 11, 100, S, 10576
N, 10577, IBM, 11, 100, S, 10577
N, 10578, IBM, 11, 100, S, 10578
N, 10579, IBM, 11, 100, S, 10579
N, 10580, IBM, 11, 100, S, 10580
N, 10581, IBM, 11, 100, S, 10581
N, 10582, IBM, 11, 100, S, 10582
N, 10583, IBM, 11, 100, S, 10583
N, 10584, IBM, 11, 100, S, 10584
N, 10585, IBM, 11, 100, S, 10585
N, 10586, IBM, 11, 100, S, 10586
N, 10587, IBM, 11, 100, S, 10587
N, 10588, IBM, 11, 100, S, 10588
N, 10589, IBM, 11, 100, S, 10589
N, 10590, IBM, 11, 100, S, 10590
N, 10591, IBM, 11, 100, S, 10591
N, 10592, IBM, 11, 100, S, 10592
N, 10593, IBM, 11, 100, S, 10593
N, 10594, IBM, 11, 100, S, 10594
N, 10595, IBM, 11, 100, S, 10595
N, 10596, IBM, 11, 100, S, 10596
N, 10597, IBM, 11, 100, S, 10597
N, 10598, IBM, 11, 100, S, 10598
N, 10599, IBM, 11, 100, S, 10599
N, 10600, IBM, 11, 100, S, 10600
N, 10601, IBM, 11, 100, S, 10601
N, 10602, IBM, 11, 100, S, 10602
N, 10603, IBM, 11, 100, S, 10603
N, 10604, IBM, 11, 100, S, 10604
N, 10605, IBM, 11, 100, S, 10605
N, 10606, IBM, 11, 100, S, 10606
N, 10607, IBM, 11, 100, S, 10607
N, 10608, IBM, 11, 100, S, 10608
N, 10609, IBM, 11, 100, S, 10609
N, 10610, IBM, 11, 100, S, 10610
N, 10611, IBM, 11, 100, S, 10611
N, 10612, IBM, 11, 100, S, 10612
N, 10613, IBM, 11, 100, S, 10613
N, 10614, IBM, 11, 100, S, 10614
N, 10615, IBM, 11, 100, S, 10615
N, 10616, IBM, 11, 100, S, 10616
N, 10617, IBM, 11, 100, S, 10617
N, 10618, IBM, 11, 100, S, 10618
N, 10619, IBM, 11, 100, S, 10619
N, 10620, IBM, 11, 100, S, 10620
N, 10621, IBM, 11, 100, S, 10621
N, 10622, IBM, 11, 100, S, 10622
N, 10623, IBM, 11, 100, S, 10623
N, 10624, IBM, 11, 100, S, 10624
N, 10625, IBM, 11, 100, S, 10625
N, 10626, IBM, 11, 100, S, 10626
N, 10627, IBM, 11, 100, S, 10627
N, 10628, IBM, 11, 100, S, 10628
N, 10629, IBM, 11, 100, S, 10629
N, 10630, IBM, 11, 100, S, 10630
N, 10631, IBM, 11, 100, S, 10631
N, 10632, IBM, 11, 100, S, 10632
N, 10633, IBM, 11, 100, S, 10633
N, 10634, IBM, 11, 100, S, 10634
N, 10635, IBM, 11, 100, S, 10635
N, 10636, IBM, 11, 100, S, 10636
N, 10637, IBM, 11, 100, S, 10637
N, 10638, IBM, 11, 100, S, 10638
N, 10639, IBM, 11, 100, S, 10639
N, 10640, IBM, 11, 100, S, 10640
N, 10641, IBM, 11, 100, S, 10641
N, 10642, IBM, 11, 100, S, 10642
N, 10643, IBM, 11, 100, S, 10643
N, 10644, IBM, 11, 100, S, 10644
N, 10645, IBM, 11, 100, S, 10645
N, 10646, IBM, 11, 100, S, 10646
N, 10647, IBM, 11, 100, S, 10647
N, 10648, IBM, 11, 100, S, 10648
N, 10649, IBM, 11, 100, S, 10649
N, 10650, IBM, 11, 100, S, 10650
N, 10651, IBM, 11, 100, S, 10651
N, 10652, IBM, 11, 100, S, 10652
N, 10653, IBM, 11, 100, S, 10653
N, 10654, IBM, 11, 100, S, 10654
N, 10655, IBM, 11, 100, S, 10655
N, 10656, IBM, 11, 100, S, 10656
N, 10657, IBM, 11, 100, S, 10657
N, 10658, IBM, 11, 100, S, 10658
N, 10659, IBM, 11, 100, S, 10659
N, 10660, IBM, 11, 100, S, 10660
N, 10661, IBM, 11, 100, S, 10661
N, 10662, IBM, 11, 100, S, 10662
N, 10663, IBM, 11, 100, S, 10663
N, 10664, IBM, 11, 100, S, 10664
N, 10665, IBM, 11, 100, S, 10665
N, 10666, IBM, 11, 100, S, 10666
N, 10667, IBM, 11, 100, S, 10667
N, 10668, IBM, 11, 100, S, 10668
N, 10669, IBM, 11, 100, S, 10669
N, 10670, IBM, 11, 100, S, 10670
N, 10671, IBM, 11, 100, S, 10671
N, 10672, IBM, 11, 100, S, 10672
N, 10673, IBM, 11, 100, S, 10673
N, 10674, IBM, 11, 100, S, 10674
N, 10675, IBM, 11, 100, S, 10675
N, 10676, IBM, 11, 100, S, 10676
N, 10677, IBM, 11, 100, S, 10677
N, 10678, IBM, 11, 100, S, 10678
N, 10679, IBM, 11, 100, S, 10679
N, 10680, IBM, 11, 100, S, 10680
N, 10681, IBM, 11, 100, S, 10681
N, 10682, IBM, 11, 100, S, 10682
N, 10683, IBM, 11, 100, S, 10683
N, 10684, IBM, 11, 100, S, 10684
N, 10685, IBM, 11, 100, S, 10685
N, 10686, IBM, 11, 100, S, 10686
N, 10687, IBM, 11, 100, S, 10687
N, 10688, IBM, 11, 100, S, 10688
N, 10689, IBM, 11, 100, S, 10689
N, 10690, IBM, 11, 100, S, 10690
N, 10691, IBM, 11, 100, S, 10691
N, 10692, IBM, 11, 100, S, 10692
N, 10693, IBM, 11, 100, S, 10693
N, 10694, IBM, 11, 100, S, 10694
N, 10695, IBM, 11, 100, S, 10695
N, 10696, IBM, 11, 100, S, 10696
N, 10697, IBM, 11, 100, S, 10697
N, 10698, IBM, 11, 100, S, 10698
N, 10699, IBM, 11, 100, S, 10699
N, 10700, IBM, 11, 100, S, 10700
N, 10701, IBM, 11, 100, S, 10701
N, 10702, IBM, 11, 100, S, 10702
N, 10703, IBM, 11, 100, S, 10703
N, 10704, IBM, 11, 100, S, 10704
N, 10705, IBM, 11, 100, S, 10705
N, 10706, IBM, 11, 100, S, 10706
N, 10707, IBM, 11, 100, S, 10707
N, 10708, IBM, 11, 100, S, 10708
N, 10709, IBM, 11, 100, S, 10709
N, 10710, IBM, 11, 100, S, 10710
N, 10711, IBM, 11, 100, S, 10711
N, 10712, IBM, 11, 100, S, 10712
N, 10713, IBM, 11, 100, S, 10713
N, 10714, IBM, 11, 100, S, 10714
N, 10715, IBM, 11, 100, S, 10715
N, 10716, IBM, 11, 100, S, 10716
N, 10717, IBM, 11, 100, S, 10717
N, 10718, IBM, 11, 100, S, 10718
N, 10719, IBM, 11, 100, S, 10719
N, 10720, IBM, 11, 100, S, 10720
N, 10721, IBM, 11, 100, S, 10721
N, 10722, IBM, 11, 100, S, 10722
N, 10723, IBM, 11, 100, S, 10723
N, 10724, IBM, 11, 100, S, 10724
N, 10725, IBM, 11, 100, S, 10725
N, 10726, IBM, 11, 100, S, 10726
N, 10727, IBM, 11, 100, S, 10727
N, 10728, IBM, 11, 100, S, 10728
N, 10729, IBM, 11, 100, S, 10729
N, 10730, IBM, 11, 100, S, 10730
N, 10731, IBM, 11, 100, S, 10731
N, 10732, IBM, 11, 100, S, 10732
N, 10733, IBM, 11, 100, S, 10733
N, 10734, IBM, 11, 100, S, 10734
N, 10735, IBM, 11, 100, S, 10735
N, 10736, IBM, 11, 100, S, 10736
N, 10737, IBM, 11, 100, S, 10737
N, 10738, IBM, 11, 100, S, 10738
N, 10739, IBM, 11, 100, S, 10739
N, 10740, IBM, 11, 100, S, 10740
N, 10741, IBM, 11, 100, S, 10741
N, 10742, IBM, 11, 100, S, 10742
N, 10743, IBM, 11, 100, S, 10743
N, 10744, IBM, 11, 100, S, 10744
N, 10745, IBM, 11, 100, S, 10745
N, 10746, IBM, 11, 100, S, 10746
N, 10747, IBM, 11, 100, S, 10747
N, 10748, IBM, 11, 100, S, 10748
N, 10749, IBM, 11, 100, S, 10749
N, 10750, IBM, 11, 100, S, 10750
N, 10751, IBM, 11, 100, S, 10751
N, 10752, IBM, 11, 100, S, 10752
N, 10753, IBM, 11, 100, S, 10753
N, 10754, IBM, 11, 100, S, 10754
N, 10755, IBM, 11, 100, S, 10755
N, 10756, IBM, 11, 100, S, 10756
N, 10757, IBM, 11, 100, S, 10757
N, 10758, IBM, 11, 100, S, 10758
N, 10759, IBM, 11, 100, S, 10759
N, 10760, IBM, 11, 100, S, 10760
N, 10761, IBM, 11, 100, S, 10761
N, 10762, IBM, 11, 100, S, 10762
N, 10763, IBM, 11, 100, S, 10763
N, 10764, IBM, 11, 100, S, 10764
N, 10765, IBM, 11, 100, S, 10765
N, 10766, IBM, 11, 100, S, 10766
N, 10767, IBM, 11, 100, S, 10767
N, 10768, IBM, 11, 100, S, 10768
N, 10769, IBM, 11, 100, S, 10769
N, 10770, IBM, 11, 100, S, 10770
N, 10771, IBM, 11, 100, S, 10771
N, 10772, IBM, 11, 100, S, 10772
N, 10773, IBM, 11, 100, S, 10773
N, 10774, IBM, 11, 100, S, 10774
N, 10775, IBM, 11, 100, S, 10775
N, 10776, IBM, 11, 100, S, 10776
N, 10777, IBM, 11, 100, S, 10777
N, 10778, IBM, 11, 100, S, 10778
N, 10779, IBM, 11, 100, S, 10779
N, 10780, IBM, 11, 100, S, 10780
N, 10781, IBM, 11, 100, S, 10781
N, 10782, IBM, 11, 100, S, 10782
N, 10783, IBM, 11, 100, S, 10783
N, 10784, IBM, 11, 100, S, 10784
N, 10785, IBM, 11, 100, S, 10785
N, 10786, IBM, 11, 100, S, 10786
N, 10787, IBM, 11, 100, S, 10787
N, 10788, IBM, 11, 100, S, 10788
N, 10789, IBM, 11, 100, S, 10789
N, 10790, IBM, 11, 100, S, 10790
N, 10791, IBM, 11, 100, S, 10791
N, 10792, IBM, 11, 100, S, 10792
N, 10793, IBM, 11, 100, S, 10793
N, 10794, IBM, 11, 100, S, 10794
N, 10795, IBM, 11, 100, S, 10795
N, 10796, IBM, 11, 100, S, 10796
N, 10797, IBM, 11, 100, S, 10797
N, 10798, IBM, 11, 100, S, 10798
N, 10799, IBM, 11, 100, S, 10799
N, 10800, IBM, 11, 100, S, 10800
N, 10801, IBM, 11, 100, S, 10801
N, 10802, IBM, 11, 100, S, 10802
N, 10803, IBM, 11, 100, S, 10803
N, 10804, IBM, 11, 100, S, 10804
N, 10805, IBM, 11, 100, S, 10805
N, 10806, IBM, 11, 100, S, 10806
N, 10807, IBM, 11, 100, S, 10807
N, 10808, IBM, 11, 100, S, 10808
N, 10809, IBM, 11, 100, S, 10809
N, 10810, IBM, 11, 100, S, 10810
N, 10811, IBM, 11, 100, S, 10811
N, 10812, IBM, 11, 100, S, 10812
N, 10813, IBM, 11, 100, S, 10813
N, 10814, IBM, 11, 100, S, 10814
N, 10815, IBM, 11, 100, S, 10815
N, 10816, IBM, 11, 100, S, 10816
N, 10817, IBM, 11, 100, S, 10817
N, 10818, IBM, 11, 100, S, 10818
N, 10819, IBM, 11, 100, S, 10819
N, 10820, IBM, 11, 100, S, 10820
N, 10821, IBM, 11, 100, S, 10821
N, 10822, IBM, 11, 100, S, 10822
N, 10823, IBM, 11, 100, S, 10823
N, 10824, IBM, 11, 100, S, 10824
N, 10825, IBM, 11, 100, S, 10825
N, 10826, IBM, 11, 100, S, 10826
N, 10827, IBM, 11, 100, S, 10827
N, 10828, IBM, 11, 100, S, 10828
N, 10829, IBM, 11, 100, S, 10829
N, 10830, IBM, 11, 100, S, 10830
N, 10831, IBM, 11, 100, S, 10831
N, 10832, IBM, 11, 100, S, 10832
N, 10833, IBM, 11, 100, S, 10833
N, 10834, IBM, 11, 100, S, 10834
N, 10835, IBM, 11, 100, S, 10835
N, 10836, IBM, 11, 100, S, 10836
N, 10837, IBM, 11, 100, S, 10837
N, 10838, IBM, 11, 100, S, 10838
N, 10839, IBM, 11, 100, S, 10839
N, 10840, IBM, 11, 100, S, 10840
N, 10841, IBM, 11, 100, S, 10841
N, 10842, IBM, 11, 100, S, 10842
N, 10843, IBM, 11, 100, S, 10843
N, 10844, IBM, 11, 100, S, 10844
N, 10845, IBM, 11, 100, S, 10845
N, 10846, IBM, 11, 100, S, 10846
N, 10847, IBM, 11, 100, S, 10847
N, 10848, IBM, 11, 100, S, 10848
N, 10849, IBM, 11, 100, S, 10849
N, 10850, IBM, 11, 100, S, 10850
N, 10851, IBM, 11, 100, S, 10851
N, 10852, IBM, 11, 100, S, 10852
N, 10853, IBM, 11, 100, S, 10853
N, 10854, IBM, 11, 100, S, 10854
N, 10855, IBM, 11, 100, S, 10855
N, 10856, IBM, 11, 100, S, 10856
N, 10857, IBM, 11, 100, S, 10857
N, 10858, IBM, 11, 100, S, 10858
N, 10859, IBM, 11, 100, S, 10859
N, 10860, IBM, 11, 100, S, 10860
N, 10861, IBM, 11, 100, S, 10861
N, 10862, IBM, 11, 100, S, 10862
N, 10863, IBM, 11, 100, S, 10863
N, 10864, IBM, 11, 100, S, 10864
N, 10865, IBM, 11, 100, S, 10865
N, 10866, IBM, 11, 100, S, 10866
N, 10867, IBM, 11, 100, S, 10867
N, 10868, IBM, 11, 100, S, 10868
N, 10869, IBM, 11, 100, S, 10869
N, 10870, IBM, 11, 100, S, 10870
N, 10871, IBM, 11, 100, S, 10871
N, 10872, IBM, 11, 100, S, 10872
N, 10873, IBM, 11, 100, S, 10873
N, 10874, IBM, 11, 100, S, 10874
N, 10875, IBM, 11, 100, S, 10875
N, 10876, IBM, 11, 100, S, 10876
N, 10877, IBM, 11, 100, S, 10877
N, 10878, IBM, 11, 100, S, 10878
N, 10879, IBM, 11, 100, S, 10879
N, 10880, IBM, 11, 100, S, 10880
N, 10881, IBM, 11, 100, S, 10881
N, 10882, IBM, 11, 100, S, 10882
N, 10883, IBM, 11, 100, S, 10883
N, 10884, IBM, 11, 100, S, 10884
N, 10885, IBM, 11, 100, S, 10885
N, 10886, IBM, 11, 100, S, 10886
N, 10887, IBM, 11, 100, S, 10887
N, 10888, IBM, 11, 100, S, 10888
N, 10889, IBM, 11, 100, S, 10889
N, 10890, IBM, 11, 100, S, 10890
N, 10891, IBM, 11, 100, S, 10891
N, 10892, IBM, 11, 100, S, 10892
N, 10893, IBM, 11, 100, S, 10893
N, 10894, IBM, 11, 100, S, 10894
N, 10895, IBM, 11, 100, S, 10895
N, 10896, IBM, 11, 100, S, 10896
N, 10897, IBM, 11, 100, S, 10897
N, 10898, IBM, 11, 100, S, 10898
N, 10899, IBM, 11, 100, S, 10899
N, 10900, IBM, 11, 100, S, 10900
N, 10901, IBM, 11, 100, S, 10901
N, 10902, IBM, 11, 100, S, 10902
N, 10903, IBM, 11, 100, S, 10903
N, 10904, IBM, 11, 100, S, 10904
N, 10905, IBM, 11, 100, S, 10905
N, 10906, IBM, 11, 100, S, 10906
N, 10907, IBM, 11, 100, S, 10907
N, 10908, IBM, 11, 100, S, 10908
N, 10909, IBM, 11, 100, S, 10909
N, 10910, IBM, 11, 100, S, 10910
N, 10911, IBM, 11, 100, S, 10911
N, 10912, IBM, 11, 100, S, 10912
N, 10913, IBM, 11, 100, S, 10913
